STATBL_ID,DTACYCLE_CD,WRTTIME_IDTFR_ID,GRP_ID,GRP_NM,CLS_ID,CLS_NM,ITM_ID,ITM_NM,DTA_VAL,UI_NM,GRP_FULLNM,CLS_FULLNM,ITM_FULLNM,WRTTIME_DESC,STATBL_NM
A_2024_00200,HY,202302,,,500003,단독주택,100005,(지분반영 1인당 평균소유주택수),0.82,동(호)수,,단독주택,(지분반영 1인당 평균소유주택수),2023년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500001,전체주택,100001,주택수,95058.0,동(호)수,,전체주택,주택수,2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500002,공동주택,100001,주택수,86695.0,동(호)수,,공동주택,주택수,2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500003,단독주택,100001,주택수,8363.0,동(호)수,,단독주택,주택수,2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500001,전체주택,100002,(지분반영주택수),86331.0,동(호)수,,전체주택,(지분반영주택수),2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500002,공동주택,100002,(지분반영주택수),79384.0,동(호)수,,공동주택,(지분반영주택수),2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500003,단독주택,100002,(지분반영주택수),6947.0,동(호)수,,단독주택,(지분반영주택수),2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500001,전체주택,100003,소유자수,93414.0,명,,전체주택,소유자수,2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500002,공동주택,100003,소유자수,85944.0,명,,공동주택,소유자수,2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500003,단독주택,100003,소유자수,8516.0,명,,단독주택,소유자수,2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500001,전체주택,100004,1인당 평균소유주택수,1.02,동(호)수,,전체주택,1인당 평균소유주택수,2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500002,공동주택,100004,1인당 평균소유주택수,1.01,동(호)수,,공동주택,1인당 평균소유주택수,2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500003,단독주택,100004,1인당 평균소유주택수,0.98,동(호)수,,단독주택,1인당 평균소유주택수,2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500001,전체주택,100005,(지분반영 1인당 평균소유주택수),0.92,동(호)수,,전체주택,(지분반영 1인당 평균소유주택수),2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500002,공동주택,100005,(지분반영 1인당 평균소유주택수),0.92,동(호)수,,공동주택,(지분반영 1인당 평균소유주택수),2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202401,,,500003,단독주택,100005,(지분반영 1인당 평균소유주택수),0.82,동(호)수,,단독주택,(지분반영 1인당 평균소유주택수),2024년 상반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500001,전체주택,100001,주택수,100216.0,동(호)수,,전체주택,주택수,2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500002,공동주택,100001,주택수,91518.0,동(호)수,,공동주택,주택수,2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500003,단독주택,100001,주택수,8698.0,동(호)수,,단독주택,주택수,2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500001,전체주택,100002,(지분반영주택수),91062.0,동(호)수,,전체주택,(지분반영주택수),2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500002,공동주택,100002,(지분반영주택수),83840.0,동(호)수,,공동주택,(지분반영주택수),2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500003,단독주택,100002,(지분반영주택수),7222.0,동(호)수,,단독주택,(지분반영주택수),2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500001,전체주택,100003,소유자수,98581.0,명,,전체주택,소유자수,2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500002,공동주택,100003,소유자수,90818.0,명,,공동주택,소유자수,2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500003,단독주택,100003,소유자수,8870.0,명,,단독주택,소유자수,2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500001,전체주택,100004,1인당 평균소유주택수,1.02,동(호)수,,전체주택,1인당 평균소유주택수,2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500002,공동주택,100004,1인당 평균소유주택수,1.01,동(호)수,,공동주택,1인당 평균소유주택수,2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500003,단독주택,100004,1인당 평균소유주택수,0.98,동(호)수,,단독주택,1인당 평균소유주택수,2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500001,전체주택,100005,(지분반영 1인당 평균소유주택수),0.92,동(호)수,,전체주택,(지분반영 1인당 평균소유주택수),2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500002,공동주택,100005,(지분반영 1인당 평균소유주택수),0.92,동(호)수,,공동주택,(지분반영 1인당 평균소유주택수),2024년 하반기,외국인주택소유현황(총괄)
A_2024_00200,HY,202402,,,500003,단독주택,100005,(지분반영 1인당 평균소유주택수),0.81,동(호)수,,단독주택,(지분반영 1인당 평균소유주택수),2024년 하반기,외국인주택소유현황(총괄)
A_2024_00202,HY,202202,,,510001,1인,100001,주택수,56498.0,호수,,외국인 단독소유>1인,주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510002,1인,100001,주택수,11972.0,호수,,외국인 공동소유>1인,주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510003,2인,100001,주택수,7069.0,호수,,외국인 공동소유>2인,주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510004,3인,100001,주택수,365.0,호수,,외국인 공동소유>3인,주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510005,4인,100001,주택수,47.0,호수,,외국인 공동소유>4인,주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510006,5인이상,100001,주택수,8.0,호수,,외국인 공동소유>5인이상,주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510001,1인,100002,(지분반영주택수),56498.0,호수,,외국인 단독소유>1인,(지분반영주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510002,1인,100002,(지분반영주택수),5747.0,호수,,외국인 공동소유>1인,(지분반영주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510003,2인,100002,(지분반영주택수),6926.0,호수,,외국인 공동소유>2인,(지분반영주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510004,3인,100002,(지분반영주택수),235.0,호수,,외국인 공동소유>3인,(지분반영주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510005,4인,100002,(지분반영주택수),45.0,호수,,외국인 공동소유>4인,(지분반영주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510006,5인이상,100002,(지분반영주택수),7.0,호수,,외국인 공동소유>5인이상,(지분반영주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510001,1인,100003,소유자수,51040.0,명,,외국인 단독소유>1인,소유자수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510002,1인,100003,소유자수,10697.0,명,,외국인 공동소유>1인,소유자수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510003,2인,100003,소유자수,13496.0,명,,외국인 공동소유>2인,소유자수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510004,3인,100003,소유자수,321.0,명,,외국인 공동소유>3인,소유자수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510005,4인,100003,소유자수,89.0,명,,외국인 공동소유>4인,소유자수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510006,5인이상,100003,소유자수,47.0,명,,외국인 공동소유>5인이상,소유자수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510001,1인,100004,1인당 평균소유주택수,1.11,호수,,외국인 단독소유>1인,1인당 평균소유주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510002,1인,100004,1인당 평균소유주택수,1.12,호수,,외국인 공동소유>1인,1인당 평균소유주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510003,2인,100004,1인당 평균소유주택수,0.52,호수,,외국인 공동소유>2인,1인당 평균소유주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510004,3인,100004,1인당 평균소유주택수,1.14,호수,,외국인 공동소유>3인,1인당 평균소유주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510005,4인,100004,1인당 평균소유주택수,0.53,호수,,외국인 공동소유>4인,1인당 평균소유주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510006,5인이상,100004,1인당 평균소유주택수,0.17,호수,,외국인 공동소유>5인이상,1인당 평균소유주택수,2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510001,1인,100005,(지분반영 1인당 평균소유주택수),1.11,호수,,외국인 단독소유>1인,(지분반영 1인당 평균소유주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510002,1인,100005,(지분반영 1인당 평균소유주택수),0.54,호수,,외국인 공동소유>1인,(지분반영 1인당 평균소유주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510003,2인,100005,(지분반영 1인당 평균소유주택수),0.51,호수,,외국인 공동소유>2인,(지분반영 1인당 평균소유주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510004,3인,100005,(지분반영 1인당 평균소유주택수),0.73,호수,,외국인 공동소유>3인,(지분반영 1인당 평균소유주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510005,4인,100005,(지분반영 1인당 평균소유주택수),0.51,호수,,외국인 공동소유>4인,(지분반영 1인당 평균소유주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202202,,,510006,5인이상,100005,(지분반영 1인당 평균소유주택수),0.14,호수,,외국인 공동소유>5인이상,(지분반영 1인당 평균소유주택수),2022년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510001,1인,100001,주택수,59084.0,호수,,외국인 단독소유>1인,주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510002,1인,100001,주택수,12458.0,호수,,외국인 공동소유>1인,주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510003,2인,100001,주택수,7381.0,호수,,외국인 공동소유>2인,주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510004,3인,100001,주택수,377.0,호수,,외국인 공동소유>3인,주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510005,4인,100001,주택수,51.0,호수,,외국인 공동소유>4인,주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510006,5인이상,100001,주택수,10.0,호수,,외국인 공동소유>5인이상,주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510002,1인,100002,(지분반영주택수),5967.0,호수,,외국인 공동소유>1인,(지분반영주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510001,1인,100002,(지분반영주택수),59084.0,호수,,외국인 단독소유>1인,(지분반영주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510003,2인,100002,(지분반영주택수),7228.0,호수,,외국인 공동소유>2인,(지분반영주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510004,3인,100002,(지분반영주택수),245.0,호수,,외국인 공동소유>3인,(지분반영주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510005,4인,100002,(지분반영주택수),49.0,호수,,외국인 공동소유>4인,(지분반영주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510006,5인이상,100002,(지분반영주택수),9.0,호수,,외국인 공동소유>5인이상,(지분반영주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510001,1인,100003,소유자수,53456.0,명,,외국인 단독소유>1인,소유자수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510002,1인,100003,소유자수,11133.0,명,,외국인 공동소유>1인,소유자수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510003,2인,100003,소유자수,14113.0,명,,외국인 공동소유>2인,소유자수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510004,3인,100003,소유자수,345.0,명,,외국인 공동소유>3인,소유자수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510005,4인,100003,소유자수,105.0,명,,외국인 공동소유>4인,소유자수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510006,5인이상,100003,소유자수,57.0,명,,외국인 공동소유>5인이상,소유자수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510001,1인,100004,1인당 평균소유주택수,1.11,호수,,외국인 단독소유>1인,1인당 평균소유주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510002,1인,100004,1인당 평균소유주택수,1.12,호수,,외국인 공동소유>1인,1인당 평균소유주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510003,2인,100004,1인당 평균소유주택수,0.52,호수,,외국인 공동소유>2인,1인당 평균소유주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510004,3인,100004,1인당 평균소유주택수,1.09,호수,,외국인 공동소유>3인,1인당 평균소유주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510005,4인,100004,1인당 평균소유주택수,0.49,호수,,외국인 공동소유>4인,1인당 평균소유주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510006,5인이상,100004,1인당 평균소유주택수,0.18,호수,,외국인 공동소유>5인이상,1인당 평균소유주택수,2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510002,1인,100005,(지분반영 1인당 평균소유주택수),0.54,호수,,외국인 공동소유>1인,(지분반영 1인당 평균소유주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510001,1인,100005,(지분반영 1인당 평균소유주택수),1.11,호수,,외국인 단독소유>1인,(지분반영 1인당 평균소유주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510003,2인,100005,(지분반영 1인당 평균소유주택수),0.51,호수,,외국인 공동소유>2인,(지분반영 1인당 평균소유주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510004,3인,100005,(지분반영 1인당 평균소유주택수),0.71,호수,,외국인 공동소유>3인,(지분반영 1인당 평균소유주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510005,4인,100005,(지분반영 1인당 평균소유주택수),0.47,호수,,외국인 공동소유>4인,(지분반영 1인당 평균소유주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202301,,,510006,5인이상,100005,(지분반영 1인당 평균소유주택수),0.15,호수,,외국인 공동소유>5인이상,(지분반영 1인당 평균소유주택수),2023년 상반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510001,1인,100001,주택수,62003.0,호수,,외국인 단독소유>1인,주택수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510002,1인,100001,주택수,13021.0,호수,,외국인 공동소유>1인,주택수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510003,2인,100001,주택수,7838.0,호수,,외국인 공동소유>2인,주택수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510004,3인,100001,주택수,380.0,호수,,외국인 공동소유>3인,주택수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510005,4인,100001,주택수,51.0,호수,,외국인 공동소유>4인,주택수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510006,5인이상,100001,주택수,20.0,호수,,외국인 공동소유>5인이상,주택수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510002,1인,100002,(지분반영주택수),6244.0,호수,,외국인 공동소유>1인,(지분반영주택수),2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510001,1인,100002,(지분반영주택수),62003.0,호수,,외국인 단독소유>1인,(지분반영주택수),2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510003,2인,100002,(지분반영주택수),7684.0,호수,,외국인 공동소유>2인,(지분반영주택수),2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510004,3인,100002,(지분반영주택수),248.0,호수,,외국인 공동소유>3인,(지분반영주택수),2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510005,4인,100002,(지분반영주택수),49.0,호수,,외국인 공동소유>4인,(지분반영주택수),2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510006,5인이상,100002,(지분반영주택수),15.0,호수,,외국인 공동소유>5인이상,(지분반영주택수),2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510002,1인,100003,소유자수,11663.0,명,,외국인 공동소유>1인,소유자수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510001,1인,100003,소유자수,56241.0,명,,외국인 단독소유>1인,소유자수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510003,2인,100003,소유자수,15016.0,명,,외국인 공동소유>2인,소유자수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510004,3인,100003,소유자수,354.0,명,,외국인 공동소유>3인,소유자수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510005,4인,100003,소유자수,113.0,명,,외국인 공동소유>4인,소유자수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510006,5인이상,100003,소유자수,71.0,명,,외국인 공동소유>5인이상,소유자수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
A_2024_00202,HY,202302,,,510001,1인,100004,1인당 평균소유주택수,1.1,호수,,외국인 단독소유>1인,1인당 평균소유주택수,2023년 하반기,소유인수별 외국인주택소유현황_공동주택
